year,month,day,airline,flight_number,origin_airport,destination_airport,departure_delay,arrival_delay,flight_duration
2023,4,19,AirlineC,2824,IAH,LAS,335,433,614
2023,3,1,AirlineA,6107,JFK,BOS,167,146,205
2021,12,2,AirlineB,5741,ATL,SEA,105,272,516
2021,11,15,AirlineB,9835,ORD,MIA,90,179,420
2023,5,27,AirlineD,8527,LAX,SFO,455,357,52
2021,6,2,AirlineE,5803,IAH,DEN,56,131,261
2021,3,14,AirlineA,1188,ATL,SFO,242,502,613
2023,9,19,AirlineE,7482,SLC,SFO,578,515,625
2021,8,14,AirlineB,7932,SLC,BOS,293,236,665
2021,12,26,AirlineA,5741,IAH,BOS,354,518,521
2021,10,4,AirlineB,4582,ATL,DEN,543,460,449
2023,10,23,AirlineB,4582,ORD,SEA,99,216,96
2023,10,18,AirlineA,4432,LAX,LAS,507,520,140
2022,5,11,AirlineE,2584,ORD,MIA,407,472,255
2021,4,23,AirlineA,3646,ORD,CLT,43,402,694
2023,2,24,AirlineC,5808,ORD,BOS,315,0,78
2021,1,25,AirlineA,8953,JFK,DEN,300,138,697
2023,2,3,AirlineB,9201,LAX,CLT,521,350,103
2023,12,20,AirlineA,5562,ORD,LAS,290,358,162
2023,11,10,AirlineC,5010,ORD,DEN,528,121,659
2023,10,18,AirlineD,1916,SLC,DEN,124,149,340
2023,10,26,AirlineA,4456,IAH,CLT,11,489,490
2022,1,2,AirlineE,2535,JFK,BOS,221,356,398
2023,6,3,AirlineC,8953,DFW,SFO,384,356,621
2021,4,14,AirlineB,8573,ATL,LAS,348,20,419
2022,3,26,AirlineE,3266,JFK,MIA,451,24,461
2021,4,14,AirlineE,4470,SLC,LAS,-13,508,234
2021,2,2,AirlineC,2535,LAX,MSP,228,511,172
2023,9,24,AirlineA,5010,DFW,SFO,530,455,555
2021,9,7,AirlineD,4899,ATL,DEN,379,244,293
2021,11,3,AirlineB,2104,IAH,BOS,144,504,630
2023,11,22,AirlineC,7916,DFW,SFO,-9,218,474
2023,3,12,AirlineE,5119,ATL,DEN,287,227,129
2022,1,27,AirlineD,4752,IAH,SFO,333,352,342
2021,3,13,AirlineB,5562,PHX,LAS,526,161,345
2021,12,1,AirlineA,8433,IAH,BOS,391,256,342
2023,10,27,AirlineE,4258,JFK,SEA,81,347,292
2023,12,17,AirlineE,6925,DFW,LAS,107,446,669
2023,1,22,AirlineC,7912,DFW,MIA,268,214,254
2021,4,25,AirlineC,4733,DFW,LAS,95,374,272
2021,2,3,AirlineA,9423,SLC,CLT,96,527,94
2023,4,8,AirlineE,1106,ATL,CLT,191,107,459
2023,6,8,AirlineA,7916,JFK,DEN,55,596,562
2022,6,13,AirlineA,8123,IAH,MIA,-20,159,258
2021,1,19,AirlineA,8517,IAH,DEN,532,100,656
2023,1,8,AirlineD,8517,SLC,CLT,240,260,655
2021,12,14,AirlineA,9835,ATL,MSP,346,594,399
2021,1,3,AirlineC,5342,LAX,DEN,508,558,338
2021,9,10,AirlineB,7065,IAH,CLT,321,-3,645
2021,7,7,AirlineB,8953,ORD,SEA,591,586,562
2021,2,8,AirlineD,5422,PHX,LAS,398,48,139
2022,1,23,AirlineC,7224,IAH,MIA,345,-9,390
2021,8,13,AirlineD,1188,JFK,DEN,89,101,481
2021,1,7,AirlineA,9837,ATL,LAS,369,377,667
2021,1,13,AirlineB,2163,SLC,DEN,298,187,147
2021,4,9,AirlineC,5304,JFK,MSP,491,533,232
2022,10,4,AirlineD,6107,SLC,MSP,544,116,681
2021,9,27,AirlineC,4752,JFK,DEN,217,281,612
2021,9,15,AirlineB,5339,DFW,SEA,458,533,586
2021,7,2,AirlineB,7065,PHX,DEN,24,74,424
2022,12,23,AirlineA,9645,JFK,LAS,548,564,111
2022,5,19,AirlineB,4657,SLC,BOS,566,139,457
2023,12,19,AirlineE,6107,IAH,MSP,273,535,702
2023,10,24,AirlineD,5557,DFW,SFO,518,344,638
2022,11,19,AirlineB,5333,PHX,DEN,271,-9,557
2022,10,20,AirlineB,5803,ATL,DEN,159,198,346
2021,7,13,AirlineE,1949,JFK,MSP,-7,541,529
2021,7,21,AirlineA,5808,IAH,MIA,422,148,266
2022,9,24,AirlineB,9837,ATL,LAS,586,340,710
2021,9,5,AirlineE,4119,JFK,BOS,-27,322,462
2023,2,5,AirlineE,7932,IAH,LAS,0,532,195
2022,10,25,AirlineC,2832,ORD,MSP,242,65,608
2022,10,13,AirlineC,7916,LAX,SEA,-15,545,538
2022,2,22,AirlineB,8062,ATL,LAS,555,314,168
2022,4,25,AirlineC,3504,ORD,SEA,571,288,566
2022,11,2,AirlineA,7201,SLC,SEA,-29,-24,571
2022,10,13,AirlineD,1434,JFK,DEN,366,485,251
2021,2,22,AirlineB,7932,PHX,MIA,19,37,429
2023,1,20,AirlineC,4611,DFW,DEN,299,25,509
2022,3,28,AirlineE,5741,SLC,MSP,117,21,422
2021,11,9,AirlineC,4657,SLC,CLT,423,583,333
2022,3,2,AirlineD,6881,IAH,MSP,103,580,185
2022,1,18,AirlineA,4981,SLC,CLT,363,18,209
2023,12,20,AirlineA,8062,DFW,MIA,376,506,591
2022,2,7,AirlineB,2307,SLC,SEA,61,105,366
2022,12,6,AirlineB,3287,IAH,DEN,448,527,126
2022,1,7,AirlineB,4608,LAX,DEN,587,137,45
2022,2,8,AirlineD,6820,PHX,SFO,448,477,604
2023,6,13,AirlineA,1750,ATL,CLT,46,528,348
2022,5,19,AirlineA,8953,ORD,LAS,18,114,450
2022,9,2,AirlineA,5119,DFW,BOS,24,212,507
2021,11,9,AirlineA,2796,SLC,DEN,115,444,556
2023,9,6,AirlineB,7873,JFK,SFO,64,473,648
2023,3,4,AirlineB,5010,IAH,SFO,556,529,393
2023,8,26,AirlineE,2876,ATL,MSP,207,522,293
2021,9,6,AirlineE,1117,PHX,MSP,-1,316,279
2023,8,24,AirlineA,2743,IAH,MSP,91,434,534
2023,1,13,AirlineD,6820,IAH,SFO,-15,343,47
2022,9,5,AirlineA,4681,ORD,SFO,199,327,380
2023,3,3,AirlineD,4608,PHX,MIA,313,522,503
2021,11,9,AirlineD,2290,ORD,DEN,505,148,119
2023,3,11,AirlineE,2796,SLC,MIA,540,574,592
2023,5,8,AirlineD,4295,DFW,MIA,132,99,83
2022,1,20,AirlineB,2049,IAH,BOS,489,268,708
2021,5,20,AirlineC,3167,LAX,DEN,260,325,507
2023,9,17,AirlineD,7669,JFK,CLT,63,335,228
2021,9,13,AirlineD,2489,SLC,SEA,522,161,71
2023,8,9,AirlineD,7735,LAX,DEN,442,476,670
2023,8,13,AirlineE,1711,IAH,CLT,127,102,372
2023,10,7,AirlineD,8749,JFK,LAS,506,-30,453
2023,3,22,AirlineB,6930,JFK,BOS,0,339,444
2022,12,20,AirlineC,2163,SLC,MIA,1,97,216
2022,9,6,AirlineC,4593,DFW,BOS,156,506,447
2022,10,13,AirlineB,6881,PHX,BOS,160,222,694
2021,11,18,AirlineE,8573,IAH,SEA,169,529,631
2021,6,13,AirlineB,5010,LAX,LAS,161,515,390
2023,8,6,AirlineC,2489,ORD,SFO,383,573,271
2023,4,11,AirlineE,9645,PHX,DEN,198,486,153
2023,12,13,AirlineC,7543,JFK,CLT,501,239,440
2023,6,1,AirlineE,4483,SLC,BOS,237,199,52
2021,5,21,AirlineE,6514,LAX,DEN,462,583,540
2021,1,7,AirlineE,6413,PHX,SEA,245,8,133
2022,4,13,AirlineC,5557,PHX,BOS,434,80,379
2022,4,4,AirlineB,4510,ORD,LAS,189,399,532
2023,9,4,AirlineB,9669,SLC,LAS,16,-14,680
2022,3,23,AirlineA,6313,LAX,MIA,332,151,512
2022,10,17,AirlineA,2104,SLC,MIA,589,104,534
2021,5,12,AirlineB,6820,PHX,MSP,136,110,383
2023,7,14,AirlineA,9179,IAH,CLT,521,422,331
2022,3,5,AirlineD,6413,PHX,LAS,256,524,692
2022,12,19,AirlineD,7543,PHX,BOS,152,484,176
2022,10,4,AirlineA,4750,IAH,LAS,-4,109,51
2021,1,5,AirlineC,4593,ATL,SEA,44,212,179
2023,2,26,AirlineC,6155,LAX,SEA,-25,301,393
2022,1,17,AirlineB,7118,IAH,SFO,72,260,355
2022,9,17,AirlineE,9085,IAH,CLT,117,481,272
2022,8,21,AirlineD,5562,DFW,MSP,123,-24,177
2022,9,24,AirlineB,6930,DFW,SEA,41,508,268
2021,12,18,AirlineA,3167,ORD,SEA,34,99,249
2023,3,27,AirlineA,6107,DFW,DEN,30,356,53
2021,9,8,AirlineD,3677,SLC,SFO,178,536,519
2022,1,18,AirlineB,8062,SLC,MSP,501,59,511
2021,3,12,AirlineD,8123,PHX,BOS,341,545,687
2022,8,5,AirlineD,8527,JFK,LAS,115,62,568
2023,12,15,AirlineD,4681,ATL,DEN,371,24,607
2021,12,15,AirlineA,8397,SLC,SFO,34,438,265
2021,8,26,AirlineB,4946,ORD,MIA,303,156,221
2021,10,19,AirlineE,7227,IAH,SFO,73,407,379
2023,10,3,AirlineC,6820,ORD,SEA,140,302,713
2022,12,8,AirlineE,1319,ATL,LAS,539,285,318
2022,2,16,AirlineD,3167,SLC,SEA,135,372,341
2021,1,19,AirlineC,5010,DFW,CLT,595,89,229
2022,10,27,AirlineE,2876,JFK,SFO,554,148,495
2021,3,2,AirlineC,2169,SLC,CLT,85,189,547
2023,6,5,AirlineE,4923,ATL,SFO,122,-2,145
2021,6,13,AirlineA,6947,ATL,SFO,8,15,316
2023,8,20,AirlineD,3646,SLC,LAS,185,351,571
2022,3,8,AirlineE,1771,JFK,MIA,176,-13,329
2022,4,13,AirlineA,2403,PHX,DEN,441,38,400
2021,4,28,AirlineE,1106,JFK,SFO,561,141,645
2023,6,22,AirlineA,1106,DFW,SEA,459,253,714
2023,9,7,AirlineA,7932,ATL,MIA,560,395,526
2021,4,22,AirlineE,5889,LAX,DEN,118,377,94
2023,3,24,AirlineB,4527,ATL,SFO,90,441,464
2022,11,5,AirlineA,4527,LAX,DEN,85,361,457
2021,3,6,AirlineA,6514,JFK,CLT,109,321,586
2022,4,7,AirlineE,8749,ATL,MIA,270,555,242
2022,7,11,AirlineB,9005,JFK,SFO,436,278,578
2021,3,25,AirlineC,6925,LAX,DEN,261,-7,616
2023,7,21,AirlineE,6881,PHX,MIA,560,304,182
2021,10,10,AirlineD,2519,JFK,SEA,345,328,434
2021,12,24,AirlineA,7227,PHX,SFO,567,478,62
2021,4,15,AirlineA,6635,DFW,SEA,404,337,607
2022,9,12,AirlineD,5386,ORD,SEA,-3,235,121
2023,3,1,AirlineB,9201,JFK,MSP,96,340,673
2021,8,8,AirlineE,2743,DFW,MIA,140,583,679
2021,8,24,AirlineA,5119,IAH,MIA,392,203,178
2021,5,17,AirlineA,5339,PHX,BOS,132,-23,272
2023,12,28,AirlineC,2424,ATL,MIA,97,-13,675
2022,7,16,AirlineE,8062,SLC,LAS,403,285,682
2021,6,15,AirlineE,4608,PHX,LAS,261,405,221
2021,5,16,AirlineA,6881,DFW,CLT,414,-28,158
2021,9,2,AirlineA,7126,LAX,MIA,182,-3,467
2023,4,4,AirlineD,3504,DFW,DEN,470,135,478
2023,1,18,AirlineA,3646,LAX,LAS,428,79,196
2023,1,28,AirlineA,5339,JFK,CLT,56,170,565
2021,7,15,AirlineA,2169,JFK,CLT,204,310,126
2021,5,12,AirlineE,5422,SLC,BOS,174,380,224
2021,12,7,AirlineA,4657,IAH,SFO,327,514,585
2023,6,15,AirlineD,6413,IAH,BOS,478,0,254
2021,9,1,AirlineC,5741,ATL,MSP,130,420,305
2022,7,14,AirlineB,4611,PHX,DEN,507,216,186
2023,8,1,AirlineA,4811,DFW,MSP,394,405,147
2022,6,21,AirlineE,2679,LAX,DEN,21,427,647
2022,11,15,AirlineA,3803,JFK,MIA,238,569,286
2023,9,3,AirlineE,4119,DFW,MIA,292,225,112
2022,3,2,AirlineC,7932,JFK,BOS,582,478,449
2023,9,16,AirlineB,8397,LAX,SEA,444,574,494
2023,2,27,AirlineD,9348,DFW,DEN,390,361,146
2021,4,16,AirlineC,2535,SLC,CLT,554,242,299
2021,3,25,AirlineC,1188,ORD,SEA,497,575,654
2022,10,19,AirlineA,7932,SLC,MIA,38,240,214
2022,11,5,AirlineA,7227,SLC,MIA,497,441,598
2021,2,3,AirlineD,4811,ORD,MIA,235,67,603
2021,4,12,AirlineE,2403,SLC,SFO,84,55,500
2021,12,27,AirlineE,9317,DFW,MIA,42,529,453
2022,5,18,AirlineB,3045,LAX,CLT,334,504,570
2023,4,19,AirlineD,4258,PHX,CLT,-19,522,221
2021,1,9,AirlineE,1488,IAH,CLT,297,454,140
2021,4,13,AirlineE,8359,DFW,MSP,63,56,206
2023,8,22,AirlineE,7216,ORD,MSP,543,486,199
2022,12,25,AirlineD,2133,SLC,MIA,243,14,647
2022,4,23,AirlineA,5010,LAX,MSP,85,333,482
2021,8,18,AirlineB,6925,SLC,BOS,536,541,274
2022,12,13,AirlineC,5552,SLC,MSP,156,269,700
2021,10,14,AirlineC,7932,IAH,MSP,529,224,316
2023,7,1,AirlineC,6573,DFW,SFO,36,424,56
2021,9,11,AirlineA,9085,ORD,SFO,334,563,293
2023,7,9,AirlineE,2832,ORD,MIA,484,557,272
2022,9,13,AirlineE,2104,ATL,MIA,416,110,309
2022,8,5,AirlineE,9797,LAX,MSP,-8,34,136
2022,2,7,AirlineA,3060,ATL,LAS,584,137,254
2023,7,4,AirlineB,7227,SLC,MSP,-30,319,236
2021,1,9,AirlineC,4923,LAX,MSP,310,-8,214
2022,5,25,AirlineC,2743,ORD,BOS,97,69,484
2022,11,2,AirlineB,2104,DFW,BOS,-2,550,471
2022,2,16,AirlineD,8749,LAX,SFO,234,578,596
2023,9,21,AirlineA,2832,JFK,MSP,442,534,193
2021,5,3,AirlineD,7216,IAH,DEN,201,304,682
2021,7,21,AirlineD,3677,IAH,SEA,565,375,678
2023,8,10,AirlineE,9348,DFW,DEN,305,318,647
2022,6,26,AirlineA,3547,LAX,SFO,583,154,104
2023,8,12,AirlineB,2104,IAH,MIA,329,86,117
2022,2,14,AirlineA,3664,IAH,SEA,401,291,299
2022,12,21,AirlineB,7924,DFW,LAS,351,583,102
2022,8,1,AirlineA,2679,DFW,SFO,275,513,639
2022,3,2,AirlineC,3266,IAH,BOS,540,598,490
2022,8,14,AirlineA,9179,IAH,BOS,135,-16,363
2022,7,28,AirlineC,9317,SLC,LAS,520,-1,629
2022,5,25,AirlineC,8428,ATL,MIA,405,103,293
2022,5,26,AirlineD,9348,ORD,SFO,398,314,341
2021,2,13,AirlineC,5342,PHX,SEA,24,-21,480
2021,3,4,AirlineB,1711,DFW,SFO,432,408,534
2023,11,16,AirlineC,3504,ORD,LAS,597,38,444
2021,2,3,AirlineB,4598,LAX,DEN,351,485,302
2023,9,21,AirlineD,9279,JFK,MIA,80,455,647
2023,7,16,AirlineD,1949,ORD,SEA,51,147,636
2023,6,15,AirlineA,7216,SLC,SFO,388,239,213
2023,7,3,AirlineB,4510,LAX,SFO,24,178,586
2022,4,24,AirlineD,5339,ATL,MSP,324,572,440
2023,1,15,AirlineE,5040,ORD,LAS,241,496,224
2022,3,4,AirlineE,4750,ATL,LAS,229,340,319
2021,1,22,AirlineD,9751,DFW,LAS,262,448,391
2023,3,28,AirlineB,7873,LAX,SFO,168,127,503
2022,9,20,AirlineD,1117,LAX,CLT,418,377,256
2021,11,10,AirlineB,9317,ORD,MIA,166,538,596
2022,11,6,AirlineA,1053,PHX,MIA,525,32,113
2023,7,8,AirlineA,9751,PHX,SEA,3,365,668
2021,6,24,AirlineE,9317,ORD,BOS,204,308,280
2022,1,2,AirlineA,7126,LAX,MSP,421,455,562
2022,9,3,AirlineD,3287,ORD,BOS,230,230,413
2022,5,14,AirlineA,6310,ATL,LAS,37,456,662
2023,4,15,AirlineE,5552,JFK,LAS,216,580,171
2021,9,15,AirlineE,7126,DFW,MSP,551,563,480
2023,9,17,AirlineB,2588,JFK,BOS,292,462,637
2023,3,27,AirlineD,6574,DFW,CLT,110,229,430
2021,1,26,AirlineA,4510,IAH,BOS,149,244,180
2021,9,21,AirlineB,3103,SLC,SFO,503,211,288
2023,2,5,AirlineA,8397,SLC,MIA,371,130,625
2021,3,17,AirlineE,2535,ATL,SFO,119,94,90
2021,1,6,AirlineB,5803,JFK,MIA,34,504,440
2022,7,13,AirlineA,1488,JFK,CLT,365,94,56
2023,2,27,AirlineC,1750,PHX,MSP,65,265,108
2023,4,18,AirlineC,6155,ATL,DEN,573,492,93
2022,5,14,AirlineE,9479,ORD,SEA,292,286,463
2023,6,27,AirlineA,2424,JFK,SEA,-13,438,458
2021,1,12,AirlineC,7482,IAH,CLT,46,309,65
2023,1,14,AirlineD,1344,IAH,MSP,245,64,120
2021,11,13,AirlineC,6168,LAX,DEN,200,258,46
2022,9,11,AirlineA,3504,DFW,CLT,12,505,674
2021,6,25,AirlineE,2545,ATL,MSP,399,531,252
2022,9,5,AirlineD,6310,IAH,SFO,367,591,515
2021,9,8,AirlineE,5119,LAX,CLT,511,466,674
2021,6,1,AirlineC,3103,IAH,SFO,341,434,124
2023,8,13,AirlineA,4750,ATL,SFO,-8,59,180
2022,12,25,AirlineC,2827,ORD,MSP,-15,279,125
2023,1,25,AirlineE,6930,ORD,DEN,442,339,388
2023,6,4,AirlineD,3927,SLC,BOS,62,111,544
2022,7,20,AirlineB,7873,LAX,SFO,257,64,668
2023,10,13,AirlineB,1188,DFW,SFO,136,114,662
2022,6,17,AirlineE,7873,SLC,MIA,240,345,317
2021,2,27,AirlineE,3287,DFW,LAS,467,16,371
2022,9,5,AirlineA,8962,ORD,SFO,345,478,45
2023,10,1,AirlineA,1434,IAH,SEA,320,389,326
2021,8,6,AirlineB,2584,DFW,CLT,151,485,211
2023,10,11,AirlineC,1409,JFK,DEN,467,502,712
2023,3,6,AirlineC,4899,SLC,SEA,62,109,474
2021,7,18,AirlineC,1409,SLC,DEN,30,329,620
2023,12,25,AirlineA,1106,LAX,LAS,-29,595,227
2022,2,27,AirlineA,4456,ORD,MSP,52,14,416
2021,8,2,AirlineE,2584,ATL,MIA,3,443,117
2022,10,11,AirlineA,1409,SLC,BOS,58,486,632
2022,9,23,AirlineC,2104,DFW,SEA,114,551,579
2022,7,19,AirlineE,2403,ATL,MSP,322,104,654
2022,5,16,AirlineA,2040,LAX,SFO,455,177,363
2023,2,7,AirlineA,7912,DFW,LAS,16,127,405
2023,11,20,AirlineD,8428,ORD,DEN,449,273,263
2023,6,15,AirlineC,9689,ATL,LAS,125,400,587
2021,7,28,AirlineC,2832,IAH,MIA,409,428,243
2023,9,8,AirlineC,6168,ATL,BOS,151,295,278
2022,11,28,AirlineC,3621,ORD,MIA,308,312,99
2022,8,9,AirlineA,1771,PHX,CLT,313,330,126
2022,7,6,AirlineB,4946,ORD,MIA,578,4,598
2022,6,4,AirlineA,2743,DFW,MIA,584,74,284
2021,2,4,AirlineD,7735,IAH,DEN,585,-11,190
2022,5,23,AirlineD,1117,IAH,MIA,151,142,694
2021,7,23,AirlineE,6930,ATL,LAS,244,55,226
2021,2,22,AirlineB,4150,SLC,LAS,549,335,105
2021,3,28,AirlineD,2545,JFK,DEN,297,83,390
2021,12,6,AirlineC,5061,DFW,CLT,317,2,493
2022,1,27,AirlineD,7924,SLC,SEA,102,444,654
2023,1,12,AirlineE,4770,PHX,MIA,206,37,94
2021,7,10,AirlineE,5554,DFW,MIA,178,562,166
2021,5,12,AirlineB,2424,ATL,MSP,16,488,671
2023,5,3,AirlineA,1319,DFW,DEN,196,314,675
2023,3,18,AirlineC,3287,ATL,LAS,550,318,195
2021,6,13,AirlineA,2424,JFK,MSP,468,553,636
2021,11,1,AirlineD,2403,IAH,MIA,45,529,441
2023,8,16,AirlineC,1488,ATL,CLT,482,243,173
2023,4,22,AirlineB,2290,DFW,BOS,564,353,275
2021,1,13,AirlineD,5808,IAH,SFO,312,305,53
2021,3,21,AirlineC,5506,LAX,CLT,187,358,365
2022,3,13,AirlineB,1916,LAX,CLT,520,230,233
2023,1,21,AirlineB,2049,ORD,SEA,196,285,383
2021,2,1,AirlineA,2403,JFK,MSP,17,334,295
2021,11,25,AirlineE,4923,IAH,BOS,218,-16,200
2021,2,13,AirlineD,9797,ATL,SFO,-24,258,387
2022,6,25,AirlineE,4923,SLC,LAS,549,160,134
2021,10,24,AirlineE,6804,IAH,BOS,141,374,92
2021,4,14,AirlineB,5506,ORD,CLT,348,332,578
2021,2,9,AirlineD,8123,JFK,SFO,-29,425,162
2021,6,27,AirlineB,6977,JFK,SFO,163,411,217
2021,11,26,AirlineE,8953,ORD,DEN,331,507,172
2023,10,16,AirlineA,2163,PHX,DEN,414,78,159
2023,7,7,AirlineE,4593,PHX,DEN,572,290,627
2023,8,23,AirlineD,7201,LAX,MSP,539,499,90
2023,1,25,AirlineC,6820,SLC,SEA,38,530,429
2023,3,17,AirlineE,5315,ORD,BOS,309,288,99
2023,2,17,AirlineB,2291,SLC,SFO,-29,25,226
2023,4,20,AirlineC,9005,ORD,SEA,108,129,105
2022,2,9,AirlineC,3927,DFW,SEA,104,507,157
2021,7,12,AirlineE,5342,ATL,MIA,99,-17,175
2021,11,7,AirlineA,5422,ORD,SEA,104,103,494
2022,6,28,AirlineB,2104,LAX,SEA,351,168,87
2021,9,3,AirlineD,8517,JFK,MSP,229,375,246
2021,11,27,AirlineA,3287,ATL,CLT,437,440,409
2022,10,4,AirlineE,9005,ATL,SFO,42,-7,712
2021,10,3,AirlineD,1117,LAX,CLT,275,357,667
2021,3,19,AirlineE,5554,LAX,MIA,239,223,599
2022,2,20,AirlineD,1771,ORD,SFO,551,53,252
2021,7,16,AirlineA,9317,JFK,LAS,385,540,422
2022,7,15,AirlineA,9085,ATL,MSP,126,56,629
2023,7,12,AirlineC,9279,DFW,BOS,230,277,716
2021,8,14,AirlineD,5741,DFW,SEA,200,551,471
2022,1,10,AirlineE,3266,ORD,CLT,164,102,217
2022,3,14,AirlineA,5557,DFW,SFO,231,191,465
2023,3,27,AirlineC,5061,PHX,BOS,124,73,572
2023,11,2,AirlineE,3167,SLC,DEN,387,121,699
2021,12,10,AirlineA,4681,IAH,BOS,195,175,618
2022,4,5,AirlineC,5808,ORD,LAS,28,343,589
2021,4,8,AirlineC,2307,JFK,SEA,49,50,419
2023,9,16,AirlineD,9935,PHX,BOS,348,448,444
2023,10,22,AirlineC,5889,PHX,CLT,381,570,319
2023,11,11,AirlineB,8019,ATL,MSP,349,547,528
2022,7,13,AirlineE,7939,IAH,DEN,411,183,332
2021,2,6,AirlineC,1916,PHX,MIA,518,-22,631
2022,10,10,AirlineE,5557,PHX,SFO,378,580,191
2022,6,19,AirlineD,2796,DFW,CLT,156,85,290
2021,8,28,AirlineC,2584,ATL,LAS,572,91,317
2021,7,4,AirlineC,4582,DFW,SEA,223,131,470
2021,5,25,AirlineC,2084,ATL,MIA,433,550,467
2021,11,25,AirlineD,6977,LAX,MIA,0,516,706
2023,12,4,AirlineD,1009,PHX,SFO,115,93,126
2022,12,18,AirlineD,1106,DFW,LAS,130,184,416
2023,5,24,AirlineB,5119,SLC,BOS,243,480,94
2021,8,7,AirlineB,8397,JFK,MSP,319,121,272
2022,8,15,AirlineB,8962,IAH,MSP,301,386,237
2021,8,1,AirlineA,4598,JFK,MIA,335,126,494
2023,2,1,AirlineC,9179,JFK,MIA,-5,125,540
2023,3,24,AirlineB,1434,DFW,SFO,297,444,244
2021,7,1,AirlineE,7572,ATL,DEN,192,377,586
2023,12,3,AirlineD,7201,JFK,SEA,94,172,432
2023,6,12,AirlineB,3646,IAH,SFO,-3,585,705
2021,10,24,AirlineD,2169,PHX,SFO,352,600,405
2023,11,7,AirlineB,5333,ORD,SFO,423,202,675
2021,9,20,AirlineE,5803,JFK,BOS,342,455,272
2022,4,5,AirlineB,8668,IAH,DEN,489,328,80
2022,7,3,AirlineA,6038,SLC,MIA,493,161,443
2023,8,26,AirlineA,2588,ORD,SEA,360,9,146
2021,8,4,AirlineB,2796,LAX,LAS,536,197,616
2023,9,21,AirlineB,6413,LAX,CLT,415,238,591
2022,7,16,AirlineB,9179,SLC,BOS,104,118,259
2021,12,5,AirlineB,3045,JFK,DEN,592,269,304
2021,6,18,AirlineE,8527,ORD,SFO,332,384,103
2022,3,27,AirlineE,3340,ATL,LAS,20,368,293
2023,12,16,AirlineB,4257,LAX,MIA,248,376,548
2022,2,27,AirlineB,1409,SLC,LAS,204,542,357
2021,11,18,AirlineC,1711,JFK,DEN,195,364,223
2022,11,2,AirlineE,1916,IAH,SEA,554,454,717
2022,7,3,AirlineC,9834,DFW,CLT,16,340,371
2022,10,3,AirlineB,6107,LAX,LAS,58,408,319
2021,2,19,AirlineC,7482,IAH,BOS,-13,553,138
2023,12,13,AirlineE,7227,PHX,CLT,530,478,411
2021,1,16,AirlineA,6881,JFK,BOS,142,415,207
2023,1,3,AirlineE,2982,SLC,DEN,109,61,198
2022,2,7,AirlineE,5374,IAH,MSP,443,514,625
2023,8,13,AirlineA,4946,SLC,SEA,45,138,481
2022,8,8,AirlineA,5342,ORD,SFO,418,368,73
2022,6,23,AirlineE,1009,SLC,MSP,330,212,697
2021,11,22,AirlineE,2104,DFW,SEA,88,587,138
2023,7,11,AirlineC,1750,JFK,LAS,156,208,172
2021,1,6,AirlineA,3060,LAX,LAS,-6,327,542
2022,5,10,AirlineE,8177,SLC,BOS,461,-23,96
2021,3,14,AirlineE,8123,IAH,BOS,286,527,490
2022,7,10,AirlineE,5371,SLC,BOS,61,399,251
2022,6,14,AirlineA,9751,PHX,MIA,-7,386,295
2022,6,23,AirlineB,8433,ATL,MIA,572,365,323
2023,7,20,AirlineB,8123,SLC,DEN,82,549,710
2022,3,19,AirlineD,6977,PHX,SEA,20,349,652
2022,12,1,AirlineB,6930,PHX,DEN,135,511,209
2022,7,22,AirlineB,9669,DFW,SEA,50,291,673
2022,9,20,AirlineE,2290,PHX,MSP,327,258,468
2023,7,8,AirlineC,7482,DFW,BOS,196,284,308
2021,5,20,AirlineA,2796,ATL,SEA,234,252,637
2022,5,8,AirlineE,7216,IAH,BOS,-13,508,718
2023,9,6,AirlineB,6977,JFK,LAS,482,400,176
2023,12,16,AirlineB,8962,DFW,DEN,225,131,151
2021,10,15,AirlineB,9279,ORD,DEN,460,14,535
2022,5,28,AirlineE,5040,ATL,BOS,392,349,389
2022,10,5,AirlineB,7912,ATL,MIA,13,279,329
2023,7,28,AirlineC,9348,LAX,SFO,595,198,625
2021,1,5,AirlineC,5552,ORD,DEN,178,442,386
2022,6,17,AirlineE,1771,ATL,LAS,566,315,688
2023,8,1,AirlineE,5119,LAX,SEA,40,237,414
2023,5,7,AirlineC,2104,PHX,MSP,367,196,131
2021,4,18,AirlineE,6930,JFK,SEA,273,157,240
2022,3,22,AirlineB,2424,ATL,SEA,287,438,344
2021,5,14,AirlineB,5061,LAX,MIA,278,207,506
2023,10,14,AirlineE,8744,IAH,MIA,3,535,711
2022,12,23,AirlineB,2290,DFW,MSP,566,21,201
2023,2,21,AirlineD,2876,DFW,DEN,446,239,237
2021,5,7,AirlineC,4811,ORD,SEA,519,345,93
2021,3,27,AirlineE,7932,DFW,MSP,370,316,230
2022,6,24,AirlineB,5741,ATL,SFO,502,126,683
2021,1,5,AirlineA,2584,PHX,MSP,557,80,265
2021,1,8,AirlineA,8428,ATL,BOS,388,449,496
2021,12,23,AirlineA,1344,IAH,CLT,343,-20,493
2022,3,25,AirlineD,7932,PHX,LAS,225,28,222
2022,11,12,AirlineB,4811,LAX,SFO,206,565,614
2022,8,6,AirlineB,9935,ATL,BOS,104,17,175
2023,5,15,AirlineA,2133,JFK,DEN,435,136,212
2023,3,10,AirlineA,4593,JFK,CLT,393,235,604
2022,12,25,AirlineA,1053,SLC,LAS,236,393,153
